# v3.0 | 20260301 | BIM Template formulas_with_dependencies
Discipline,Parameter_Name,Data_Type,Revit_Formula,Description,Input_Parameters,Unit,Parameter_GUID,Parameter_Description,Dependency_Level,Uses_Builtin_Geometry,Builtin_Inputs
ELECTRICAL,ELC_TAG_7_PARA_CONDUIT_TXT,TEXT,"if(TAG_PARA_STATE_3_BOOL, ""This conduit section has been installed to provide a protected and organised pathway for the electrical cables it contains, shielding them from physical damage, environmental exposure, and electromagnetic interference along their route through the building. "" + if(ELC_CDT_SZ_MM<>"""",""The conduit has an internal diameter of "" + ELC_CDT_SZ_MM + "" millimetres, sized to accommodate the number and size of cables it is required to carry with adequate space for heat dissipation. "","""") + if(ELC_CBL_SOURCE_TXT<>"""",""The cable route originates from "" + ELC_CBL_SOURCE_TXT + "" "","""") + if(ELC_CBL_DEST_TXT<>"""",""and terminates at "" + ELC_CBL_DEST_TXT + "". "","""") + if(ELC_CDT_MAT_TXT<>"""",""The conduit is manufactured from "" + ELC_CDT_MAT_TXT + "", selected for its mechanical protection properties and suitability to the installation environment. "","""") + if(ELC_CBL_INSTALL_METHOD_TXT<>"""",""The cables are installed using "" + ELC_CBL_INSTALL_METHOD_TXT + "" methodology. "","""") + ""The conduit installation complies with "" + if(RGL_STD_TXT<>"""",RGL_STD_TXT,""the applicable wiring regulations and cable management standards"") + ""."", """")"
ELECTRICAL,ELC_TAG_7_PARA_TRAY_TXT,TEXT,"if(TAG_PARA_STATE_3_BOOL, ""This cable tray section has been installed to provide an open and accessible containment pathway for the electrical and data cables that run along this route through the building, allowing for organised cable management, easy maintenance access, and future additions. "" + if(ELC_CTR_MAT_TXT<>"""",""The tray is manufactured from "" + ELC_CTR_MAT_TXT + "", chosen for its structural strength, corrosion resistance, and suitability to the installation environment. "","""") + if(MNT_HGT_MM<>"""",""It is suspended at a height of "" + MNT_HGT_MM + "" millimetres above the finished floor level, positioned to maintain adequate clearance above other building services and accessible routes. "","""") + ""The cable tray installation has been designed and installed in compliance with "" + if(RGL_STD_TXT<>"""",RGL_STD_TXT,""the applicable cable management standards, wiring regulations, and building requirements"") + ""."", """")"
PLUMBING,PLM_TAG_7_PARA_PIPE_TXT,TEXT,"if(TAG_PARA_STATE_3_BOOL, ""This section of pipework has been designed and specified to convey the required fluid safely and efficiently between the points it connects within the building plumbing and drainage infrastructure. "" + if(PLM_PPE_SZ_MM<>"""",""The pipe has a nominal bore of "" + PLM_PPE_SZ_MM + "" millimetres, calculated to carry the design flow rate without excessive pressure loss or noise generation. "","""") + if(PLM_PPE_FLW_LPS<>"""",""The pipe carries a fluid flow of "" + PLM_PPE_FLW_LPS + "" litres per second, representing the volume of water or other fluid passing through the pipe during peak demand conditions. "","""") + if(PLM_VEL_MPS<>"""",""The fluid travels through the pipe at a velocity of "" + PLM_VEL_MPS + "" metres per second, maintained within limits that prevent erosion, noise, and water hammer effects. "","""") + if(PLM_PSR_KPA<>"""",""The pipework system operates at a pressure of "" + PLM_PSR_KPA + "" kilopascals, which is the force exerted by the fluid on the internal walls of the pipe. "","""") + if(PLM_PPE_MAT_TXT<>"""",""The pipe is manufactured from "" + PLM_PPE_MAT_TXT + "", selected for its chemical compatibility with the conveyed fluid, pressure rating, and expected service life. "","""") + if(PLM_INSULATION_TXT<>"""",""The pipework is provided with "" + PLM_INSULATION_TXT + "" insulation to prevent heat loss, condensation, and freezing. "","""") + ""The pipework has been designed and installed in accordance with "" + if(RGL_STD_TXT<>"""",RGL_STD_TXT,""the applicable plumbing codes, water supply regulations, and building standards"") + ""."", """")"
PLUMBING,PLM_TAG_7_PARA_FIXTURE_TXT,TEXT,"if(TAG_PARA_STATE_3_BOOL, ""This sanitary fixture has been selected and specified to provide the required washing, hygiene, or waste disposal facilities at this location, forming part of the building overall plumbing and sanitation provision for its occupants. "" + if(PLM_PPE_SZ_MM<>"""",""The fixture is connected to "" + PLM_PPE_SZ_MM + "" millimetre pipework, sized to deliver the necessary water supply and remove waste water efficiently. "","""") + if(PLM_PPE_FLW_LPS<>"""",""The fixture requires a water flow rate of "" + PLM_PPE_FLW_LPS + "" litres per second to operate effectively under normal conditions. "","""") + if(ASS_MANUFACTURER_TXT<>"""",""The fixture has been sourced from "" + ASS_MANUFACTURER_TXT + "", selected for their product quality, durability, and availability of replacement parts. "","""") + if(ASS_MODEL_NR_TXT<>"""",""The specific product model specified for this installation is "" + ASS_MODEL_NR_TXT + "". "","""") + ""The fixture installation complies with "" + if(RGL_STD_TXT<>"""",RGL_STD_TXT,""the applicable plumbing regulations, water efficiency standards, and accessibility requirements"") + ""."", """")"
PLUMBING,PLM_TAG_7_PARA_EQUIPMENT_TXT,TEXT,"if(TAG_PARA_STATE_3_BOOL, ""This plumbing equipment item has been specified as part of the building water supply, heating, or drainage infrastructure, performing a critical function in the treatment, storage, pressurisation, or distribution of water and other fluids throughout the building. "" + if(ASS_DESCRIPTION_TXT<>"""",""The equipment is described as "" + ASS_DESCRIPTION_TXT + "" within the project plumbing services specification. "","""") + if(ASS_MANUFACTURER_TXT<>"""",""It has been sourced from "" + ASS_MANUFACTURER_TXT + "", "","""") + if(ASS_MODEL_NR_TXT<>"""",""product model "" + ASS_MODEL_NR_TXT + "". "","""") + if(MNT_HGT_MM<>"""",""The equipment is installed at "" + MNT_HGT_MM + "" millimetres above the finished floor level. "","""") + ""The equipment selection and installation comply with "" + if(RGL_STD_TXT<>"""",RGL_STD_TXT,""the applicable plumbing codes, water treatment regulations, and building standards"") + ""."", """")"
PLUMBING,PLM_TAG_7_PARA_PIPEACC_TXT,TEXT,"if(TAG_PARA_STATE_3_BOOL, ""This pipe accessory has been incorporated within the plumbing distribution network to perform a specific function in the control, regulation, isolation, or protection of the fluid flow within the pipework system. "" + if(PLM_PPE_SZ_MM<>"""",""It is installed on "" + PLM_PPE_SZ_MM + "" millimetre pipework, compatible with the pipe diameter at this point in the distribution network. "","""") + ""The accessory has been specified in accordance with "" + if(RGL_STD_TXT<>"""",RGL_STD_TXT,""the applicable plumbing codes and system design requirements"") + ""."", """")"
FIRE,FLS_TAG_7_PARA_FA_TXT,TEXT,"if(TAG_PARA_STATE_3_BOOL, ""This fire alarm device has been installed as part of the building automatic fire detection and warning system, which is designed to provide early notification of a fire event to enable the safe evacuation of occupants and the timely response of the emergency services. "" + if(FLS_SFTY_DEV_TYPE_TXT<>"""",""The device is a "" + FLS_SFTY_DEV_TYPE_TXT + "" unit, selected for its sensitivity and suitability to the fire risks and environmental conditions present in this area of the building. "","""") + if(FLS_SFTY_DEV_ZONE_TXT<>"""",""It is assigned to fire detection zone "" + FLS_SFTY_DEV_ZONE_TXT + "", which defines the area of the building that will be identified on the fire alarm panel should this device activate. "","""") + if(MNT_HGT_MM<>"""",""The device is positioned at "" + MNT_HGT_MM + "" millimetres above the finished floor level, in accordance with the spacing and height requirements for its type. "","""") + ""The fire alarm installation complies with "" + if(RGL_STD_TXT<>"""",RGL_STD_TXT,""the applicable fire detection and alarm system standards, building regulations, and insurance requirements"") + ""."", """")"
FIRE,FLS_TAG_7_PARA_SPR_TXT,TEXT,"if(TAG_PARA_STATE_3_BOOL, ""This sprinkler head forms part of the building automatic fire suppression system, which is designed to detect and control the spread of fire by discharging water directly onto the affected area, protecting the building, its contents, and its occupants. "" + if(FLS_SFTY_COVERAGE_AREA_SQ_M<>"""",""Each sprinkler head provides protection over an area of "" + FLS_SFTY_COVERAGE_AREA_SQ_M + "" square metres, determined by the spacing rules and hazard classification of the protected space. "","""") + if(FLS_SFTY_K_FACTOR_NR<>"""",""The sprinkler has a discharge coefficient of "" + FLS_SFTY_K_FACTOR_NR + "", which governs the rate at which water is released when the head activates at the required pressure. "","""") + if(MNT_HGT_MM<>"""",""The head is installed at "" + MNT_HGT_MM + "" millimetres above the finished floor level, positioned to provide effective coverage of the protected area. "","""") + ""The sprinkler installation has been designed in compliance with "" + if(RGL_STD_TXT<>"""",RGL_STD_TXT,""the applicable fire suppression system standards, building regulations, and insurance requirements"") + ""."", """")"
ELECTRICAL,COM_TAG_7_PARA_BMS_TXT,TEXT,"if(TAG_PARA_STATE_3_BOOL, ""This building management system device has been installed to monitor, control, and optimise the performance of the mechanical, electrical, and environmental systems within the building, contributing to energy efficiency, occupant comfort, and operational management objectives. "" + if(COM_C_PROTOCOL_TXT<>"""",""The device communicates with the central management platform using "" + COM_C_PROTOCOL_TXT + "" protocol, enabling data exchange and remote command execution across the building control network. "","""") + if(COM_C_NETWORK_ADDRESS_TXT<>"""",""It has been assigned the network address "" + COM_C_NETWORK_ADDRESS_TXT + "" within the building control system architecture. "","""") + if(MNT_HGT_MM<>"""",""The device is mounted at "" + MNT_HGT_MM + "" millimetres above the finished floor level. "","""") + ""The building management system installation complies with "" + if(RGL_STD_TXT<>"""",RGL_STD_TXT,""the applicable controls and automation standards, cybersecurity requirements, and building regulations"") + ""."", """")"
(BMS). S1=compact, S2=standard, S3=comprehensive. Gated by TAG_PARA_STATE_1/2/3_BOOL.","ASS_INSPECT_FREQ_TXT, ASS_INST_DETAIL_NUM_TXT, ASS_QA_CERT_TXT, COM_C_DEV_BACNET_INSTANCE_INT, COM_C_DEV_CONTROLLER_NAME_TXT, COM_C_DEV_TYPE_TXT, COM_C_MEAS_RANGE_TXT, COM_C_NETWORK_ADDRESS_TXT, COM_C_PROTOCOL_TXT, ELC_CBL_TYPE_TXT, ELC_PNL_VLT_V, TAG_PARA_STATE_1_BOOL, TAG_PARA_STATE_2_BOOL, TAG_PARA_STATE_3_BOOL, TAG_WARN_VISIBLE_BOOL",text,10c0be4c-8534-5a16-85a5-2c2c5335e6bf,Com Tag 7 Para Bms Txt [ISO 19650-3:2020],1,False,
ELECTRICAL,ICT_TAG_7_PARA_DATA_TXT,TEXT,"if(TAG_PARA_STATE_3_BOOL, ""This data outlet has been provided as a connection point within the building structured cabling network, enabling occupants and their equipment to access voice, data, and multimedia communication services at this location. "" + if(ICT_OUTLET_TYPE_TXT<>"""",""The outlet is configured as a "" + ICT_OUTLET_TYPE_TXT + "" connection point, compatible with the network infrastructure standards adopted for the building. "","""") + if(MNT_HGT_MM<>"""",""It is mounted at "" + MNT_HGT_MM + "" millimetres above the finished floor level, positioned for convenient access by the intended users. "","""") + ""The data outlet installation complies with "" + if(RGL_STD_TXT<>"""",RGL_STD_TXT,""the applicable structured cabling standards, network infrastructure requirements, and building specifications"") + ""."", """")"
ELECTRICAL,SEC_TAG_7_PARA_SECURITY_TXT,TEXT,"if(TAG_PARA_STATE_3_BOOL, ""This security device has been installed as part of the building integrated security system, which is designed to protect the premises, its occupants, and its assets through detection, surveillance, access control, or alarm notification. "" + if(SEC_DEV_ZONE_TXT<>"""",""The device is assigned to security zone "" + SEC_DEV_ZONE_TXT + "", defining the area of coverage and the response protocol that will be triggered upon activation. "","""") + if(ASS_DESCRIPTION_TXT<>"""",""It is described as "" + ASS_DESCRIPTION_TXT + "" within the project security system specification. "","""") + if(MNT_HGT_MM<>"""",""The device is positioned at "" + MNT_HGT_MM + "" millimetres above the finished floor level, optimised for its detection or surveillance coverage pattern. "","""") + ""The security installation complies with "" + if(RGL_STD_TXT<>"""",RGL_STD_TXT,""the applicable security system standards, data protection regulations, and building requirements"") + ""."", """")"
MULTI,ASS_TAG_7_PARA_EQUIPMENT_TXT,TEXT,"if(TAG_PARA_STATE_3_BOOL, ""This equipment item has been selected and specified as part of the building systems and infrastructure, performing a designated function in support of the building operational requirements and the activities of its occupants. "" + if(ASS_DESCRIPTION_TXT<>"""",""The equipment is described as "" + ASS_DESCRIPTION_TXT + "" within the project documentation and asset register. "","""") + if(ASS_MANUFACTURER_TXT<>"""",""It has been sourced from "" + ASS_MANUFACTURER_TXT + "", a supplier selected through the project procurement process for their capability to deliver products meeting the required performance and quality standards. "","""") + if(ASS_MODEL_NR_TXT<>"""",""The specific product model installed is "" + ASS_MODEL_NR_TXT + "". "","""") + if(MNT_HGT_MM<>"""",""The equipment is installed at a height of "" + MNT_HGT_MM + "" millimetres above the finished floor level at its location. "","""") + ""The equipment has been specified and installed in accordance with "" + if(RGL_STD_TXT<>"""",RGL_STD_TXT,""the applicable industry standards, manufacturer guidelines, and building regulations"") + ""."", """")"
(Lifts/Gen/ATS). S1=compact, S2=standard, S3=comprehensive. Gated by TAG_PARA_STATE_1/2/3_BOOL.","ASS_CAPACITY_TXT, ASS_DESCRIPTION_TXT, ASS_DRIVE_TXT, ASS_EQUIPMENT_TAG_TXT, ASS_MANUFACTURER_TXT, ASS_MODEL_NR_TXT, ASS_QA_CERT_TXT, ASS_SYSTEM_TYPE_TXT, ASS_WARRANTY_TXT, HVC_PWR_KW, RGL_KCCA_APPROVAL_TXT, TAG_PARA_STATE_1_BOOL, TAG_PARA_STATE_2_BOOL, TAG_PARA_STATE_3_BOOL, TAG_WARN_VISIBLE_BOOL",text,e9d487a5-e6d7-53f3-a5d8-280d247952d0,Ass Tag 7 Para Equipment Txt [ISO 19650-3:2020],1,False,
ELECTRICAL,NCL_TAG_7_PARA_NURSECALL_TXT,TEXT,"if(TAG_PARA_STATE_3_BOOL, ""This nurse call device has been installed to provide a direct and reliable communication link between the patient or room occupant and the nursing staff at the designated nursing station, forming a critical component of the healthcare facility clinical communication infrastructure. "" + if(NCL_ZONE_TXT<>"""",""The device serves nurse call zone "" + NCL_ZONE_TXT + "", which corresponds to the ward, department, or clinical area within which the device is located. "","""") + if(MNT_HGT_MM<>"""",""It is positioned at "" + MNT_HGT_MM + "" millimetres above the finished floor level, at a height accessible to the intended users, including those who may be bed-bound or seated. "","""") + ""The nurse call installation complies with "" + if(RGL_STD_TXT<>"""",RGL_STD_TXT,""the applicable healthcare facility standards, clinical communication requirements, and building regulations"") + ""."", """")"
SUSTAINABILITY,WARN_PER_THERM_U_VALUE_W_M2K_NR_WALLS,TEXT,"if(PER_THERM_U_VALUE_W_M2K_NR > 0.70, "" [!U > 0.70]"", """")",Warning: [!U-VALUE EXCEEDS 0.70 W/m2K]. Std: Uganda NBC / ISO 6946. Sev: HIGH. Scope: Walls.,"PER_THERM_U_VALUE_W_M2K_NR, TAG_WARN_VISIBLE_BOOL, TAG_WARN_SEVERITY_FILTER_TXT",,2f16e587-957f-5855-800e-b4c73cd2d660,Warn Per Therm U Value W M2K Nr Walls [ISO 19650-3:2020],2,False,
SUSTAINABILITY,WARN_PER_THERM_U_VALUE_W_M2K_NR_ROOFS,TEXT,"if(PER_THERM_U_VALUE_W_M2K_NR > 0.50, "" [!U > 0.50]"", """")",Warning: [!U-VALUE EXCEEDS 0.50 W/m2K]. Std: Uganda NBC. Sev: HIGH. Scope: Roofs.,"PER_THERM_U_VALUE_W_M2K_NR, TAG_WARN_VISIBLE_BOOL, TAG_WARN_SEVERITY_FILTER_TXT",,325e305b-8890-5308-99f0-9b6dbca035e4,Warn Per Therm U Value W M2K Nr Roofs [ISO 19650-3:2020],2,False,
SUSTAINABILITY,WARN_PER_THERM_U_VALUE_W_M2K_NR_FLOORS,TEXT,"if(PER_THERM_U_VALUE_W_M2K_NR > 0.70, "" [!U > 0.70]"", """")",Warning: [!U-VALUE EXCEEDS 0.70 W/m2K]. Std: Uganda NBC. Sev: MEDIUM. Scope: Floors.,"PER_THERM_U_VALUE_W_M2K_NR, TAG_WARN_VISIBLE_BOOL, TAG_WARN_SEVERITY_FILTER_TXT",,48a953dd-b1e1-54b1-85f1-ba774a4c3a13,Warn Per Therm U Value W M2K Nr Floors [ISO 19650-3:2020],2,False,
COSTING,BLE_WINDOW_U_VALUE_W_M_2K_NR,TEXT,"if(BLE_WINDOW_U_VALUE_W_M_2K_NR > 3.00, "" [!U > 3.00]"", """")",Warning: [!WINDOW U > 3.00 W/m2K]. Std: IEC / ASHRAE 90.1. Sev: HIGH. Scope: Windows.,"BLE_WINDOW_U_VALUE_W_M_2K_NR, TAG_WARN_VISIBLE_BOOL, TAG_WARN_SEVERITY_FILTER_TXT",,909af979-fe49-5c81-a0f8-db5c1f5e4ee0,Ble Window U Value W M 2k Nr [ISO 19650-1:2018],2,False,
COSTING,BLE_WINDOW_SOLAR_HEAT_GAIN_COEFFICIENT_NR,TEXT,"if(BLE_WINDOW_SOLAR_HEAT_GAIN_COEFFICIENT_NR > 0.40, "" [!SHGC > 0.40]"", """")",Warning: [!SHGC EXCEEDS 0.40]. Std: ASHRAE 90.1 tropical. Sev: HIGH. Scope: Windows.,"BLE_WINDOW_SOLAR_HEAT_GAIN_COEFFICIENT_NR, TAG_WARN_VISIBLE_BOOL, TAG_WARN_SEVERITY_FILTER_TXT",,f1e3b7f1-ee7b-51e2-8aa3-2039753098fc,Ble Window Solar Heat Gain Coefficient Nr [ISO 19650-1:2018],2,False,
ELECTRICAL,WARN_ELC_VLT_DROP_PCT_ELECTRICAL_EQUI,TEXT,"if(ELC_VLT_DROP_PCT > 4.0, "" [!VD > 4%]"", """")","Warning: [!VD EXCEEDS 4%]. Std: IEC 60364-5-52 / BS 7671. Sev: CRITICAL. Scope: Electrical Equipment, Electrical Fixtures.","ELC_VLT_DROP_PCT, TAG_WARN_VISIBLE_BOOL, TAG_WARN_SEVERITY_FILTER_TXT",,65e82578-55bb-5d57-84ff-11e473def9e1,Warn Elc Vlt Drop Pct Electrical Equi [ISO 19650-3:2020],2,False,
ELECTRICAL,ELC_CDT_CBL_FILL_PCT,TEXT,"if(ELC_CDT_CBL_FILL_PCT > 40, "" [!FILL > 40%]"", """")",Warning: [!CONDUIT FILL > 40%]. Std: IEC 60364 / BS 7671. Sev: HIGH. Scope: Conduits.,"ELC_CDT_CBL_FILL_PCT, TAG_WARN_VISIBLE_BOOL, TAG_WARN_SEVERITY_FILTER_TXT",,2fdc3987-8e87-4d81-ada8-47514e7b50f2,Cable fill percentage of conduit cross-section (design value) [ISO 19650-1:2018],2,False,
ELECTRICAL,ELC_CTR_FILL_PCT,TEXT,"if(ELC_CTR_FILL_PCT > 45, "" [!FILL > 45%]"", """")",Warning: [!TRAY FILL > 45%]. Std: IEC 61537. Sev: HIGH. Scope: Cable Trays.,"ELC_CTR_FILL_PCT, TAG_WARN_VISIBLE_BOOL, TAG_WARN_SEVERITY_FILTER_TXT",,0e7a96cb-9218-4e4c-a1d8-15c110902e94,"Design cable fill percentage, max 40% for future capacity [ISO 19650-1:2018]",2,False,
ELECTRICAL,ELC_PNL_CONNECTED_LOAD_KW,TEXT,"if(ELC_PNL_CONNECTED_LOAD_KW > ELC_PNL_RATED_KW * 0.8, "" [!OVERLOADED]"", """")",Warning: [!LOAD > 80% PANEL CAPACITY]. Std: Design practice. Sev: CRITICAL. Scope: Electrical Equipment.,"ELC_PNL_CONNECTED_LOAD_KW, TAG_WARN_VISIBLE_BOOL, TAG_WARN_SEVERITY_FILTER_TXT",,9df4b41b-3c97-5bbd-bce8-4e3ff9c5e0dc,Elc Pnl Connected Load Kw [ISO 19650-1:2018],2,False,
MULTI,ELC_PNL_SHORT_CIRCUIT_KA,TEXT,"if(ELC_PNL_SHORT_CIRCUIT_KA < 6, "" [!SC < 6kA]"", """")",Warning: [!FAULT LEVEL < 6kA]. Std: IEC 60947-2. Sev: MEDIUM. Scope: Electrical Equipment.,"ELC_PNL_SHORT_CIRCUIT_KA, TAG_WARN_VISIBLE_BOOL, TAG_WARN_SEVERITY_FILTER_TXT",,4f6fbb7a-522e-578a-a867-1694a2469fd0,Elc Pnl Short Circuit Ka [ISO 19650-3:2020],2,False,
PLUMBING,WARN_PLM_PPE_FLW_LPS_PIPES__HOT_WATE,TEXT,"if(PLM_PPE_FLW_LPS > 2.0, "" [!FLOW > 2.0]"", """")",Warning: [!FLOW > 2.0 L/s]. Std: BS EN 806-3. Sev: MEDIUM. Scope: Pipes (hot water).,"PLM_PPE_FLW_LPS, TAG_WARN_VISIBLE_BOOL, TAG_WARN_SEVERITY_FILTER_TXT",,9d9f154a-96b1-5085-9833-d30aa784bc0f,Warn Plm Ppe Flw Lps Pipes  Hot Wate [ISO 19650-3:2020],2,False,
PLUMBING,PLM_VEL_MPS,TEXT,"if(PLM_VEL_MPS > 2.0, "" [!VEL > 2.0]"", """")",Warning: [!VELOCITY > 2.0 m/s]. Std: BS EN 806-3 / CIBSE. Sev: HIGH. Scope: Pipes.,"PLM_VEL_MPS, TAG_WARN_VISIBLE_BOOL, TAG_WARN_SEVERITY_FILTER_TXT",,d85554af-6914-563d-a8f2-0cef71e09f2d,Plm Vel Mps [ISO 19650-1:2018],2,False,
PLUMBING,PLM_PSR_KPA,TEXT,"if(or(PLM_PSR_KPA < 150, PLM_PSR_KPA > 600), "" [!PSR]"", """")","Warning: [!PRESSURE OUT OF RANGE]. Std: NWSC supply. Sev: MEDIUM. Scope: Pipes, Plumbing Equipment.","PLM_PSR_KPA, TAG_WARN_VISIBLE_BOOL, TAG_WARN_SEVERITY_FILTER_TXT",,bbf823b4-e2d3-5df8-99a8-4a641f5c8663,Plm Psr Kpa [ISO 19650-1:2018],2,False,
HVAC,HVC_VEL_MPS,TEXT,"if(HVC_VEL_MPS > 6.0, "" [!VEL > 6.0]"", """")",Warning: [!DUCT VEL > 6.0 m/s]. Std: CIBSE Guide B / ASHRAE. Sev: HIGH. Scope: Ducts (supply).,"HVC_VEL_MPS, TAG_WARN_VISIBLE_BOOL, TAG_WARN_SEVERITY_FILTER_TXT",,e7c4c2ab-a4f8-5c1d-bea0-933630bfae47,Hvc Vel Mps [ISO 19650-1:2018],2,False,
HVAC,WARN_HVC_VEL_MPS_FLEX_DUCTS,TEXT,"if(HVC_VEL_MPS > 4.0, "" [!VEL > 4.0]"", """")",Warning: [!FLEX VEL > 4.0 m/s]. Std: SMACNA. Sev: HIGH. Scope: Flex Ducts.,"HVC_VEL_MPS, TAG_WARN_VISIBLE_BOOL, TAG_WARN_SEVERITY_FILTER_TXT",,cfaf64e3-03bc-5bad-b3e8-f1e9a823f452,Warn Hvc Vel Mps Flex Ducts [ISO 19650-3:2020],2,False,
MULTI,HVC_DCT_TERMINAL_SOUND_DB_NR,TEXT,"if(HVC_DCT_TERMINAL_SOUND_DB_NR > 35, "" [!NOISE > 35dB]"", """")",Warning: [!TERMINAL NOISE > 35 dB]. Std: CIBSE Guide A. Sev: MEDIUM. Scope: Air Terminals.,"HVC_DCT_TERMINAL_SOUND_DB_NR, TAG_WARN_VISIBLE_BOOL, TAG_WARN_SEVERITY_FILTER_TXT",,48e50034-7436-5409-8400-ab8577fd256e,Hvc Dct Terminal Sound Db Nr [ISO 19650-3:2020],2,False,
HVAC,WARN_HVC_EFF_RATIO_NR_MECHANICAL_EQUI,TEXT,"if(HVC_EFF_RATIO_NR < 3.0, "" [!EFF < 3.0]"", """")",Warning: [!EFFICIENCY < 3.0 COP]. Std: ASHRAE 90.1. Sev: HIGH. Scope: Mechanical Equipment.,"HVC_EFF_RATIO_NR, TAG_WARN_VISIBLE_BOOL, TAG_WARN_SEVERITY_FILTER_TXT",,4a5676db-4f0b-52da-8b90-d9fba81a3168,Warn Hvc Eff Ratio Nr Mechanical Equi [ISO 19650-3:2020],2,False,
FIRE,FLS_PROT_FLS_RESISTANCE_RATING_MINUTES_MIN,TEXT,"if(FLS_PROT_FLS_RESISTANCE_RATING_MINUTES_MIN < 30, "" [!FRR < 30]"", """")","Warning: [!FIRE RATING < 30 MIN]. Std: BS 9999 / Uganda NBC. Sev: CRITICAL. Scope: Walls, Doors, Floors.","FLS_PROT_FLS_RESISTANCE_RATING_MINUTES_MIN, TAG_WARN_VISIBLE_BOOL, TAG_WARN_SEVERITY_FILTER_TXT",,d173e059-7b9e-54ca-83fc-2bef567411cb,Fls Prot Fls Resistance Rating Minutes Min [ISO 19650-1:2018],2,False,
FIRE,FLS_SFTY_TEMP_RATING_C,TEXT,"if(or(FLS_SFTY_TEMP_RATING_C < 57, FLS_SFTY_TEMP_RATING_C > 79), "" [!TEMP]"", """")",Warning: [!SPRINKLER TEMP OUT OF RANGE]. Std: BS EN 12845. Sev: HIGH. Scope: Sprinklers.,"FLS_SFTY_TEMP_RATING_C, TAG_WARN_VISIBLE_BOOL, TAG_WARN_SEVERITY_FILTER_TXT",,ad7202ff-5267-5378-8286-7fa949c6b9c0,Fls Sfty Temp Rating C [ISO 19650-1:2018],2,False,
FIRE,WARN_FLS_SFTY_COVERAGE_AREA_SQ_M_SPRINKLERS__FIR,TEXT,"if(FLS_SFTY_COVERAGE_AREA_SQ_M > 21, "" [!AREA > 21]"", """")","Warning: [!COVERAGE > 21 m2]. Std: BS EN 12845 / BS 5839. Sev: HIGH. Scope: Sprinklers, Fire Alarm Devices.","FLS_SFTY_COVERAGE_AREA_SQ_M, TAG_WARN_VISIBLE_BOOL, TAG_WARN_SEVERITY_FILTER_TXT",,459bcc7d-e46b-5492-a905-427bf9c6c564,Warn Fls Sfty Coverage Area Sq M Sprinklers  Fir [ISO 19650-3:2020],2,False,
ARCHITECTURAL,WARN_BLE_RAMP_SLOPE_PCT_RAMPS,TEXT,"if(BLE_RAMP_SLOPE_PCT > 8.33, "" [!SLOPE > 1:12]"", """")",Warning: [!RAMP SLOPE > 1:12 (8.33%)]. Std: Uganda PWD Act 2020. Sev: CRITICAL. Scope: Ramps.,"BLE_RAMP_SLOPE_PCT, TAG_WARN_VISIBLE_BOOL, TAG_WARN_SEVERITY_FILTER_TXT",,6dbe6b05-683a-5e48-80d3-6417947a886f,Warn Ble Ramp Slope Pct Ramps [ISO 19650-3:2020],2,False,
REGULATORY,WARN_RGL_ACCESS_CLEAR_WIDTH_MM_DOORS__RAMPS__C,TEXT,"if(RGL_ACCESS_CLEAR_WIDTH_MM < 900, "" [!WIDTH < 900]"", """")","Warning: [!CLEAR WIDTH < 900mm]. Std: Uganda PWD Act 2020. Sev: CRITICAL. Scope: Doors, Ramps, Corridors.","RGL_ACCESS_CLEAR_WIDTH_MM, TAG_WARN_VISIBLE_BOOL, TAG_WARN_SEVERITY_FILTER_TXT",,30ada42b-b411-505f-a3b4-693c877f10c0,Warn Rgl Access Clear Width Mm Doors  Ramps  C [ISO 19650-3:2020],2,False,
COSTING,BLE_DOOR_WIDTH_MM,TEXT,"if(BLE_DOOR_WIDTH_MM < 900, "" [!DOOR < 900mm]"", """")",Warning: [!DOOR WIDTH < 900mm]. Std: Uganda PWD Act 2020. Sev: CRITICAL. Scope: Doors.,"BLE_DOOR_WIDTH_MM, TAG_WARN_VISIBLE_BOOL, TAG_WARN_SEVERITY_FILTER_TXT",,0fc57b7c-5ae3-5ace-a5b2-5ab7a79493a8,Ble Door Width Mm [ISO 19650-1:2018],2,False,
ARCHITECTURAL,BLE_STAIR_RISE_MM,TEXT,"if(or(BLE_STAIR_RISE_MM < 150, BLE_STAIR_RISE_MM > 190), "" [!RISE]"", """")",Warning: [!RISE OUT OF RANGE]. Std: BS 5395-1. Sev: HIGH. Scope: Stairs.,"BLE_STAIR_RISE_MM, TAG_WARN_VISIBLE_BOOL, TAG_WARN_SEVERITY_FILTER_TXT",,0dcbfb44-1130-51b2-bea9-832d4ee087f7,Ble Stair Rise Mm [ISO 19650-1:2018],2,False,
ARCHITECTURAL,BLE_STAIR_GOING_MM,TEXT,"if(or(BLE_STAIR_GOING_MM < 250, BLE_STAIR_GOING_MM > 400), "" [!GOING]"", """")",Warning: [!GOING OUT OF RANGE]. Std: BS 5395-1. Sev: HIGH. Scope: Stairs.,"BLE_STAIR_GOING_MM, TAG_WARN_VISIBLE_BOOL, TAG_WARN_SEVERITY_FILTER_TXT",,3cb19d18-6500-5dc5-b461-d03a276b645f,Ble Stair Going Mm [ISO 19650-1:2018],2,False,
